iter,year,data_incidence,data_hospitalizations,data_mortality,data_H1_0,data_H1_5,data_H1_25,data_H1_65,data_H3_0,data_H3_5,data_H3_25,data_H3_65,data_B_0,data_B_5,data_B_25,data_B_65,infectious_period_0,infectious_period_15,proportionHighRisk_0,proportionHighRisk_2,proportionHighRisk_5,proportionHighRisk_19,proportionHighRisk_25,proportionHighRisk_50,proportionHighRisk_65,age_specific_vaccineEfficacyVsInfection_0,age_specific_vaccineEfficacyVsInfection_0.5,age_specific_vaccineEfficacyVsInfection_5,age_specific_vaccineEfficacyVsInfection_18,age_specific_vaccineEfficacyVsInfection_50,vaccineEfficacyVsInfection_all_ages,seasonal_vaccineEfficacy_H1_0,seasonal_vaccineEfficacy_H1_0.5,seasonal_vaccineEfficacy_H1_9,seasonal_vaccineEfficacy_H1_18,seasonal_vaccineEfficacy_H1_50,seasonal_vaccineEfficacy_H1_65,seasonal_vaccineEfficacy_H3_0,seasonal_vaccineEfficacy_H3_0.5,seasonal_vaccineEfficacy_H3_9,seasonal_vaccineEfficacy_H3_18,seasonal_vaccineEfficacy_H3_50,seasonal_vaccineEfficacy_H3_65,seasonal_vaccineEfficacy_B_0,seasonal_vaccineEfficacy_B_0.5,seasonal_vaccineEfficacy_B_9,seasonal_vaccineEfficacy_B_18,seasonal_vaccineEfficacy_B_50,seasonal_vaccineEfficacy_B_65,relative_vaccineEfficacyVsHospitalization_H1_0,relative_vaccineEfficacyVsHospitalization_H1_0.5,relative_vaccineEfficacyVsHospitalization_H1_16,relative_vaccineEfficacyVsHospitalization_H1_65,relative_vaccineEfficacyVsHospitalization_H3_0,relative_vaccineEfficacyVsHospitalization_H3_0.5,relative_vaccineEfficacyVsHospitalization_H3_16,relative_vaccineEfficacyVsHospitalization_H3_65,relative_vaccineEfficacyVsHospitalization_B_0,relative_vaccineEfficacyVsHospitalization_B_0.5,relative_vaccineEfficacyVsHospitalization_B_16,relative_vaccineEfficacyVsHospitalization_B_65,relative_vaccineEfficacyVsDeath_H1_0,relative_vaccineEfficacyVsDeath_H1_0.5,relative_vaccineEfficacyVsDeath_H1_18,relative_vaccineEfficacyVsDeath_H1_65,relative_vaccineEfficacyVsDeath_H3_0,relative_vaccineEfficacyVsDeath_H3_0.5,relative_vaccineEfficacyVsDeath_H3_18,relative_vaccineEfficacyVsDeath_H3_65,relative_vaccineEfficacyVsDeath_B_0,relative_vaccineEfficacyVsDeath_B_0.5,relative_vaccineEfficacyVsDeath_B_18,relative_vaccineEfficacyVsDeath_B_65,relative_highRiskvaccineEfficacyVsDeath_H1_0,relative_highRiskvaccineEfficacyVsDeath_H1_0.5,relative_highRiskvaccineEfficacyVsDeath_H1_18,relative_highRiskvaccineEfficacyVsDeath_H1_65,relative_highRiskvaccineEfficacyVsDeath_H3_0,relative_highRiskvaccineEfficacyVsDeath_H3_0.5,relative_highRiskvaccineEfficacyVsDeath_H3_18,relative_highRiskvaccineEfficacyVsDeath_H3_65,relative_highRiskvaccineEfficacyVsDeath_B_0,relative_highRiskvaccineEfficacyVsDeath_B_0.5,relative_highRiskvaccineEfficacyVsDeath_B_18,relative_highRiskvaccineEfficacyVsDeath_B_65,relative_prob_death_0,relative_prob_death_5,relative_prob_death_18,relative_prob_death_50,relative_prob_death_65,ratio_death_strain_H1_0,ratio_death_strain_H1_5,ratio_death_strain_H1_18,ratio_death_strain_H1_50,ratio_death_strain_H1_65,ratio_death_strain_H1_75,ratio_death_strain_H3_0,ratio_death_strain_H3_5,ratio_death_strain_H3_18,ratio_death_strain_H3_50,ratio_death_strain_H3_65,ratio_death_strain_H3_75,ratio_death_highrisk_H1_0,ratio_death_highrisk_H1_5,ratio_death_highrisk_H1_18,ratio_death_highrisk_H1_50,ratio_death_highrisk_H1_65,ratio_death_highrisk_H1_75,ratio_death_highrisk_H3_0,ratio_death_highrisk_H3_5,ratio_death_highrisk_H3_18,ratio_death_highrisk_H3_50,ratio_death_highrisk_H3_65,ratio_death_highrisk_H3_75,ratio_death_highrisk_B_0,ratio_death_highrisk_B_5,ratio_death_highrisk_B_18,ratio_death_highrisk_B_50,ratio_death_highrisk_B_65,ratio_death_highrisk_B_75,relative_prob_hosp_0,relative_prob_hosp_5,relative_prob_hosp_18,relative_prob_hosp_50,relative_prob_hosp_65,ratio_hosp_highrisk_H1_0,ratio_hosp_highrisk_H1_5,ratio_hosp_highrisk_H1_18,ratio_hosp_highrisk_H1_50,ratio_hosp_highrisk_H1_65,ratio_hosp_highrisk_H1_75,ratio_hosp_highrisk_H3_0,ratio_hosp_highrisk_H3_5,ratio_hosp_highrisk_H3_18,ratio_hosp_highrisk_H3_50,ratio_hosp_highrisk_H3_65,ratio_hosp_highrisk_H3_75,ratio_hosp_highrisk_B_0,ratio_hosp_highrisk_B_5,ratio_hosp_highrisk_B_18,ratio_hosp_highrisk_B_50,ratio_hosp_highrisk_B_65,ratio_hosp_highrisk_B_75,lowRiskhospitalizationRate_H1_0,lowRiskhospitalizationRate_H1_5,lowRiskhospitalizationRate_H1_18,lowRiskhospitalizationRate_H1_50,lowRiskhospitalizationRate_H1_65,lowRiskhospitalizationRate_H1_75,lowRiskhospitalizationRate_H3_0,lowRiskhospitalizationRate_H3_5,lowRiskhospitalizationRate_H3_18,lowRiskhospitalizationRate_H3_50,lowRiskhospitalizationRate_H3_65,lowRiskhospitalizationRate_H3_75,lowRiskhospitalizationRate_B_0,lowRiskhospitalizationRate_B_5,lowRiskhospitalizationRate_B_18,lowRiskhospitalizationRate_B_50,lowRiskhospitalizationRate_B_65,lowRiskhospitalizationRate_B_75,highRiskhospitalizationRate_H1_0,highRiskhospitalizationRate_H1_5,highRiskhospitalizationRate_H1_18,highRiskhospitalizationRate_H1_50,highRiskhospitalizationRate_H1_65,highRiskhospitalizationRate_H1_75,highRiskhospitalizationRate_H3_0,highRiskhospitalizationRate_H3_5,highRiskhospitalizationRate_H3_18,highRiskhospitalizationRate_H3_50,highRiskhospitalizationRate_H3_65,highRiskhospitalizationRate_H3_75,highRiskhospitalizationRate_B_0,highRiskhospitalizationRate_B_5,highRiskhospitalizationRate_B_18,highRiskhospitalizationRate_B_50,highRiskhospitalizationRate_B_65,highRiskhospitalizationRate_B_75,vac_eff_hospitalization,vac_eff_mortality,prob_outpatient_lowrisk_0,prob_outpatient_lowrisk_5,prob_outpatient_lowrisk_18,prob_outpatient_lowrisk_65,prob_outpatient_highrisk_0,prob_outpatient_highrisk_5,prob_outpatient_highrisk_18,prob_outpatient_highrisk_65
0,2012-13,34546443.93,542835.8417,43321.20641,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,4.54971847,4.065819339,0.048936666,0.081756701,0.119613959,0.116404261,0.158580564,0.309839716,0.47710555,0,0.616224698,0.459716457,0.431297361,0.475169197,0.522306215,0,0,0,0,0,0,0,0.481278549,0.29464849,0.334160202,0.618125544,0.222794053,0,0.613969979,0.699574353,0.639867624,0.650853603,0.680851587,0,1,0.591450857,0.950739163,0,1,0.670320423,0.289495795,0,1,0.874507743,0.628118012,0,1,1.645458642,0.36802092,0,1,1.967065633,0.409638936,0,1,1.007189223,0.265024291,0,1,1.102194847,0.490195472,0,1,1.232535507,0.488253251,0,1,1.865298451,0.628988295,1,0.236191304,1.267924873,39.50808127,248.4928967,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.039111002,0.262234927,2.080246743,3.714536579,0,4.401318581,22.84593707,36.22245416,49.88826395,13.21552873,5.794051345,3.880433084,89.60746633,148.8423278,311.916534,767.3635016,8.59275318,2.514700244,24.94532238,52.63132643,22.38914683,167.4753828,4.640141989,3.225695482,1.265293229,0.747244597,0,0,83.47472239,6.304486578,6.669006702,12.65273823,48.33502543,146.8874014,28.08352546,10.67546936,7.652975386,3.7985321,14.73232478,29.70289386,0,4.401318581,22.84593707,27.06703315,49.88826395,13.21552873,5.794051345,3.880433084,89.60746633,148.8423278,311.916534,767.3635016,8.59275318,2.514700244,24.94532238,52.63132643,22.38914683,167.4753828,0,0,0.269396992,0.390690518,0.337444264,0.583675962,0.770986109,0.878721892,0.575538716,0.827683539
1,2012-13,33444076.51,581585.139,48063.75846,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,3.048878203,4.375148192,0.04960415,0.086690864,0.116924936,0.119678925,0.154235166,0.31492527,0.476335814,0,0.596112733,0.464787942,0.412254696,0.481955799,0.513133844,0,0,0,0,0,0,0,0.466408788,0.120192111,0.340069059,0.565602427,0.077385503,0,0.700507954,0.655327269,0.638921027,0.679434019,0.662191787,0,1,1.139473808,0.42304522,0,1,0.769317865,0.387161538,0,1,0.276974738,0.692059212,0,1,1.570504213,0.520443295,0,1,1.269075124,0.365013809,0,1,1.506906249,0.196253667,0,1,1.427118428,0.57137938,0,1,1.77764683,0.47207317,0,1,2.189178829,1.000939957,1,0.208895103,2.958324671,50.83832889,328.910588,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.054594108,0.283222223,2.318146602,4.633321746,0,4.933336325,10.44123767,6.259901854,17.40277675,21.73818293,5.686961926,3.723794052,56.97882707,151.6345888,404.500534,345.6971672,8.573684066,4.439347985,48.73786144,33.24790856,24.19227174,180.947763,8.466459798,3.142845419,2.806533403,0.775591906,0,0,57.28669122,7.637618582,5.536078211,14.84958924,56.89933772,129.8787757,62.62569023,8.360941538,7.266924632,8.474494447,13.11465391,7.411482573,0,4.933336325,10.44123767,4.85512921,17.40277675,21.73818293,5.686961926,3.723794052,56.97882707,151.6345888,404.500534,345.6971672,8.573684066,4.439347985,48.73786144,33.24790856,24.19227174,180.947763,0,0,0.39063945,0.226621601,0.350445195,0.627764587,0.974465968,0.282889056,0.635797369,0.749874383
2,2012-13,35717119.34,553739.4719,48691.49665,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,3.321874956,3.630819188,0.036881906,0.086378751,0.117089817,0.122859445,0.158303659,0.302802005,0.477814767,0,0.612053474,0.446129068,0.41955994,0.470337911,0.521065616,0,0,0,0,0,0,0,0.554853158,0.335540081,0.312302429,0.549886942,0.189162228,0,0.739340911,0.673576286,0.674810831,0.717324079,0.652637722,0,1,0.584677686,0.953107515,0,1,0.656501234,0.494037626,0,1,0.723691728,0.468168013,0,1,2.038661987,0.490717581,0,1,1.964877217,0.276208431,0,1,1.380642328,0.339156337,0,1,1.512057332,0.452636632,0,1,1.481332203,0.503200266,0,1,1.8253939,0.722229479,1,0.337897734,2.996399971,53.97166212,290.3659463,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.066080204,0.239747469,1.536661563,2.752886461,0,2.612255309,14.67876493,9.5361204,43.21237565,23.19171109,9.671878468,4.594478116,57.77902417,239.5543612,364.07937,489.3370329,17.46498628,2.738534485,37.17838395,64.68371203,73.43643414,37.87415938,19.38226363,5.885215297,1.040340273,0.733396487,0,0,75.62182949,5.419163575,12.98080291,10.1531055,12.54628288,117.1981789,25.17566251,1.417805561,1.628147002,9.040478669,4.362951484,52.08326861,0,2.612255309,14.67876493,6.993757204,43.21237565,23.19171109,9.671878468,4.594478116,57.77902417,239.5543612,364.07937,489.3370329,17.46498628,2.738534485,37.17838395,64.68371203,73.43643414,37.87415938,0,0,0.605093535,0.240716236,0.33092491,0.641602886,1.337382373,0.442980643,0.595083585,0.81970306
3,2012-13,36089425.68,610491.4413,51318.0423,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,4.499519468,3.83347262,0.047274983,0.08707492,0.116613218,0.126516695,0.158615618,0.301343324,0.477006786,0,0.607229114,0.465365882,0.408840382,0.474468983,0.504983169,0,0,0,0,0,0,0,0.464953074,0.203561056,0.32073204,0.568218637,0.269435472,0,0.613866524,0.63855448,0.596535188,0.605065657,0.563473254,0,1,0.649442493,1.269967401,0,1,0.73364361,0.792073742,0,1,0.581099202,0.404633642,0,1,1.124833102,0.342615921,0,1,1.420201946,0.253723396,0,1,1.109593843,0.302509871,0,1,0.779307161,0.436317416,0,1,1.01334039,0.497654356,0,1,1.553241792,0.952923157,1,0.230156435,4.042602257,31.95899336,227.382225,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.06938145,0.379660098,0.784924193,1.809188612,0,4.446228255,9.589407383,6.651663121,56.42210795,56.63739887,11.08328306,1.657667945,48.49937478,197.7865632,256.5878327,1025.328679,8.878644146,4.808742418,19.06406927,61.80647288,19.98418503,157.0950482,2.883451002,3.016576246,1.406593668,0.519677308,0,0,80.26805151,13.00806716,5.55861289,14.52197165,36.5444302,180.8682582,61.33147164,10.25007043,2.221048875,2.96243102,8.041829819,57.74467791,0,4.446228255,9.589407383,3.456718384,56.42210795,56.63739887,11.08328306,1.657667945,48.49937478,197.7865632,256.5878327,1025.328679,8.878644146,4.808742418,19.06406927,61.80647288,19.98418503,157.0950482,0,0,0.573093496,0.436990738,0.332573947,0.582564013,0.983315221,0.830867093,0.463250372,0.898376942
4,2012-13,34903255.75,633196.1391,41636.90658,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,2.924625577,4.177365985,0.044597844,0.094010572,0.113619517,0.119654483,0.157546934,0.309102775,0.469067419,0,0.594225292,0.45683503,0.436407854,0.488809099,0.517462394,0,0,0,0,0,0,0,0.582409266,0.336777409,0.301411621,0.483119269,0.109004497,0,0.647003241,0.617295195,0.592753873,0.589248693,0.616406794,0,1,0.861058959,0.704044713,0,1,0.886601195,0.515790016,0,1,0.625959316,0.709759822,0,1,1.375788081,0.315540758,0,1,1.625776464,0.237325258,0,1,1.330928903,0.295157778,0,1,1.208595956,0.395472736,0,1,0.727070351,0.463304332,0,1,4.540624272,0.911405464,1,0.2715364,2.378220926,34.78229854,443.6767755,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.039641515,0.207801102,1.004807466,3.49866385,0,3.283894349,25.53569494,9.198185368,32.01576193,23.07694209,8.082867228,5.81933476,49.2346836,156.4007896,389.1485965,426.5810029,17.02891002,5.31958998,44.57953614,97.05959888,34.65498265,135.2639346,9.806028496,3.190959546,1.360143747,0.856911171,0,0,69.16772648,10.42349922,4.99785916,22.87205325,48.8535234,98.82592504,51.82789113,8.327644777,8.223870363,1.996418539,9.07300884,30.6213531,0,3.283894349,25.53569494,7.882027792,32.01576193,23.07694209,8.082867228,5.81933476,49.2346836,156.4007896,389.1485965,426.5810029,17.02891002,5.31958998,44.57953614,97.05959888,34.65498265,135.2639346,0,0,0.395951781,0.300277549,0.287337977,0.604098314,0.22365854,1.106141223,0.619465614,0.816497323
5,2012-13,34670948.08,650100.2234,40376.99929,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,2.858193716,4.176705537,0.041469665,0.085742917,0.120206051,0.113459164,0.158301896,0.307506778,0.466379103,0,0.602177142,0.453938197,0.424156273,0.480155277,0.515182789,0,0,0,0,0,0,0,0.484798188,0.379046391,0.338825588,0.634188035,0.074894694,0,0.701823585,0.729036235,0.73348452,0.705519138,0.592139892,0,1,0.665731821,0.721920558,0,1,0.81678287,0.465797233,0,1,0.84620129,0.431711549,0,1,1.221575225,0.305436053,0,1,1.627659906,0.328541539,0,1,1.285444862,0.254302509,0,1,1.302554664,0.418200627,0,1,1.240308776,0.549590175,0,1,5.247883605,0.659383242,1,0.211221841,1.486009309,32.71030648,457.5623731,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.072736422,0.274828659,2.073181962,1.887671436,0,4.137522084,27.72680686,19.5463343,6.012654097,24.70522315,15.1939211,4.322804099,49.24148696,253.3506166,513.5388385,733.4324971,0.363481136,4.164487075,25.64207471,66.89656501,30.7425624,164.6793028,16.29633361,7.512793953,1.464686125,0.934781365,0,0,37.50938851,6.786077249,8.164564895,13.77871621,46.06593089,119.4299779,49.89805237,1.369240892,5.278733818,12.78571841,8.933218605,24.64929671,0,4.137522084,27.72680686,18.27154906,6.012654097,24.70522315,15.1939211,4.322804099,49.24148696,253.3506166,513.5388385,733.4324971,0.363481136,4.164487075,25.64207471,66.89656501,30.7425624,164.6793028,0,0,0.548320606,0.254692454,0.361035913,0.634328193,0.683349738,0.587406957,0.820683903,0.891357739
6,2012-13,34886276.21,582980.2233,47743.42125,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,4.19351995,4.170686466,0.0352522,0.093908281,0.116681887,0.112490084,0.152069699,0.305074482,0.46393783,0,0.595693344,0.457199009,0.428811931,0.501665156,0.525094795,0,0,0,0,0,0,0,0.495033535,0.157162311,0.216615091,0.406633897,0.231839624,0,0.579474309,0.694387366,0.640092731,0.661974265,0.575200565,0,1,0.748528621,0.621793891,0,1,0.689090952,0.411123583,0,1,0.486746735,0.519467507,0,1,1.525046811,0.200369783,0,1,1.745309963,0.266200394,0,1,1.186862769,0.277209846,0,1,0.982975628,0.694763868,0,1,1.564928879,0.583586796,0,1,1.401500406,1.417442799,1,0.237556202,2.28585344,35.835093,374.1212185,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.034745382,0.615696117,1.084523158,6.059088059,0,3.994352502,9.533139982,6.912406327,15.77452608,18.11656273,6.404533913,2.450588532,46.88346618,153.3408339,256.0165104,534.3178995,7.440875395,3.261765051,43.64058062,29.59176539,42.39984717,322.5705539,3.85888374,0.641293204,1.03506265,0.871350663,0,0,79.6516675,7.58908253,12.10412449,19.55761018,20.11369961,111.4094166,22.64559273,1.231263771,5.488196803,4.518214148,8.831658061,34.88264306,0,2.561551114,9.533139982,6.023129838,15.77452608,18.11656273,6.404533913,2.450588532,46.88346618,153.3408339,256.0165104,534.3178995,7.440875395,3.261765051,43.64058062,29.59176539,42.39984717,322.5705539,0,0,0.466093908,0.22933569,0.320846572,0.591546843,0.987511276,0.372593409,0.647753172,0.761956023
7,2012-13,35748931.97,586353.9222,45681.40011,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,3.308791242,3.829404483,0.044569703,0.086927515,0.114062503,0.117456944,0.153619746,0.306331702,0.471533143,0,0.599270782,0.452669845,0.417726141,0.478235808,0.527665021,0,0,0,0,0,0,0,0.602903112,0.235215506,0.324896383,0.547250108,0.125648946,0,0.695372917,0.736471137,0.597391742,0.59197278,0.635839185,0,1,0.898320535,0.837277897,0,1,0.579248315,0.47232446,0,1,0.673766667,0.645082396,0,1,1.421280145,0.388127106,0,1,1.59879737,0.340178787,0,1,1.255358428,0.230032553,0,1,0.810309502,0.471982807,0,1,1.633884672,0.512911038,0,1,3.32380088,0.594001515,1,0.390126238,1.669274089,19.34899821,404.8829528,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.031233331,0.468050869,0.690375527,2.927697528,0,10.76320094,15.2258237,50.00311298,52.81303273,37.02987046,9.096038457,5.506839713,50.21958951,223.6243462,162.0576776,263.3399661,20.99530412,4.395041739,8.656378064,11.09123771,58.00842853,197.9552501,7.022438835,0.680149293,1.29730053,0.537991593,0,0,29.66750012,9.991386416,13.89944564,31.42052401,34.64716601,69.67225326,40.07708953,12.04114245,5.9338169,4.216518416,9.212791013,45.64156819,0,7.320583512,15.2258237,26.90125441,52.81303273,37.02987046,9.096038457,5.506839713,50.21958951,223.6243462,162.0576776,263.3399661,20.99530412,4.395041739,8.656378064,11.09123771,58.00842853,197.9552501,0,0,0.489398887,0.360108584,0.30951127,0.636700452,0.890330651,0.680595219,0.648788335,0.630833738
8,2012-13,34212558.26,634342.2201,53989.10265,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,3.681332898,3.468951688,0.040365147,0.087498714,0.119093563,0.124803517,0.157902067,0.302972198,0.468938942,0,0.602466888,0.467860917,0.428837834,0.493927734,0.520443756,0,0,0,0,0,0,0,0.448289354,0.052755196,0.33946705,0.587363262,0.115344303,0,0.71933759,0.674048103,0.706954592,0.678898888,0.597352065,0,1,0.708781614,1.295019206,0,1,0.629430458,0.531102032,0,1,0.486014979,0.471893828,0,1,1.235778959,0.319262614,0,1,1.155753209,0.347061602,0,1,1.436020607,0.368854182,0,1,1.236034583,0.604892932,0,1,0.676434178,0.49492707,0,1,1.990850756,0.901812715,1,0.336722551,2.549361867,42.63496656,414.950733,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.034334021,0.202019711,2.02777102,3.453761019,0,3.017486237,9.930224077,25.79869799,40.61284324,27.61017826,6.810047343,2.714954852,68.60724088,58.39374577,435.9897691,465.3229074,14.74348106,4.561615426,53.35041963,21.51118204,61.63808781,282.1853464,19.35862258,1.984109851,1.979399245,0.781402745,0,0,58.99952236,4.407824632,9.190217871,15.7262541,56.71200581,141.0566692,33.69552186,12.51402407,7.685027366,6.394677939,15.47982985,52.93112005,0,3.017486237,9.930224077,20.15917342,40.61284324,27.61017826,6.810047343,2.714954852,68.60724088,58.39374577,435.9897691,465.3229074,14.74348106,4.561615426,53.35041963,21.51118204,61.63808781,282.1853464,0,0,0.419276143,0.186779879,0.304358358,0.600626311,0.616588523,0.630139172,0.434231289,0.697092648
9,2012-13,33713218.01,545744.3645,48175.09138,0.673826612,1.285692157,2.261578975,0.24526256,8.697784892,19.39381422,22.5822275,21.97294367,3.562761398,10.60308773,6.100583467,2.620436826,3.580854674,4.686777586,0.0378111,0.084247351,0.116396273,0.120430477,0.160197731,0.303386876,0.469159879,0,0.597424907,0.46504185,0.429412466,0.494351431,0.529706594,0,0,0,0,0,0,0,0.511899581,0.156394939,0.350206259,0.540370806,0.063113822,0,0.686714221,0.69291201,0.566502895,0.596480034,0.648842281,0,1,0.802652933,0.579823873,0,1,0.570769115,0.335787305,0,1,0.730652425,1.144603887,0,1,1.307712372,0.37181081,0,1,1.414071649,0.266421606,0,1,1.457148072,0.40401375,0,1,1.929736513,0.429190782,0,1,1.497990296,0.453692919,0,1,2.425982109,0.661588767,1,0.254389203,2.64891962,25.12519739,303.9763681,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.03075013,0.443745088,1.331315447,2.646431461,0,3.407893339,20.79295771,1.697981628,45.16168567,28.75917636,7.610458016,3.196935964,66.34672333,99.82235372,463.8490144,828.6654121,9.535602601,2.283067279,20.75361399,49.29784473,31.36342732,150.6821504,10.58753558,1.65384461,0.833467448,0.938607181,0,0,29.64709917,12.51394821,10.60210366,21.49892505,56.94787701,196.0807651,27.50412378,9.289548925,6.210318223,5.250348087,8.161378669,58.54109757,0,3.407893339,17.3302534,1.59373775,45.16168567,28.75917636,7.610458016,3.196935964,66.34672333,99.82235372,463.8490144,828.6654121,9.535602601,2.283067279,20.75361399,49.29784473,31.36342732,150.6821504,0,0,0.353163514,0.370816186,0.310055434,0.598940992,1.309052687,0.656101522,0.94151682,0.761604501
