iter,year,data_incidence,data_hospitalizations,data_mortality,data_H1_0,data_H1_5,data_H1_25,data_H1_65,data_H3_0,data_H3_5,data_H3_25,data_H3_65,data_B_0,data_B_5,data_B_25,data_B_65,infectious_period_0,infectious_period_15,proportionHighRisk_0,proportionHighRisk_2,proportionHighRisk_5,proportionHighRisk_19,proportionHighRisk_25,proportionHighRisk_50,proportionHighRisk_65,age_specific_vaccineEfficacyVsInfection_0,age_specific_vaccineEfficacyVsInfection_0.5,age_specific_vaccineEfficacyVsInfection_5,age_specific_vaccineEfficacyVsInfection_18,age_specific_vaccineEfficacyVsInfection_50,vaccineEfficacyVsInfection_all_ages,seasonal_vaccineEfficacy_H1_0,seasonal_vaccineEfficacy_H1_0.5,seasonal_vaccineEfficacy_H1_9,seasonal_vaccineEfficacy_H1_18,seasonal_vaccineEfficacy_H1_50,seasonal_vaccineEfficacy_H1_65,seasonal_vaccineEfficacy_H3_0,seasonal_vaccineEfficacy_H3_0.5,seasonal_vaccineEfficacy_H3_9,seasonal_vaccineEfficacy_H3_18,seasonal_vaccineEfficacy_H3_50,seasonal_vaccineEfficacy_H3_65,seasonal_vaccineEfficacy_B_0,seasonal_vaccineEfficacy_B_0.5,seasonal_vaccineEfficacy_B_9,seasonal_vaccineEfficacy_B_18,seasonal_vaccineEfficacy_B_50,seasonal_vaccineEfficacy_B_65,relative_vaccineEfficacyVsHospitalization_H1_0,relative_vaccineEfficacyVsHospitalization_H1_0.5,relative_vaccineEfficacyVsHospitalization_H1_16,relative_vaccineEfficacyVsHospitalization_H1_65,relative_vaccineEfficacyVsHospitalization_H3_0,relative_vaccineEfficacyVsHospitalization_H3_0.5,relative_vaccineEfficacyVsHospitalization_H3_16,relative_vaccineEfficacyVsHospitalization_H3_65,relative_vaccineEfficacyVsHospitalization_B_0,relative_vaccineEfficacyVsHospitalization_B_0.5,relative_vaccineEfficacyVsHospitalization_B_16,relative_vaccineEfficacyVsHospitalization_B_65,relative_vaccineEfficacyVsDeath_H1_0,relative_vaccineEfficacyVsDeath_H1_0.5,relative_vaccineEfficacyVsDeath_H1_18,relative_vaccineEfficacyVsDeath_H1_65,relative_vaccineEfficacyVsDeath_H3_0,relative_vaccineEfficacyVsDeath_H3_0.5,relative_vaccineEfficacyVsDeath_H3_18,relative_vaccineEfficacyVsDeath_H3_65,relative_vaccineEfficacyVsDeath_B_0,relative_vaccineEfficacyVsDeath_B_0.5,relative_vaccineEfficacyVsDeath_B_18,relative_vaccineEfficacyVsDeath_B_65,relative_highRiskvaccineEfficacyVsDeath_H1_0,relative_highRiskvaccineEfficacyVsDeath_H1_0.5,relative_highRiskvaccineEfficacyVsDeath_H1_18,relative_highRiskvaccineEfficacyVsDeath_H1_65,relative_highRiskvaccineEfficacyVsDeath_H3_0,relative_highRiskvaccineEfficacyVsDeath_H3_0.5,relative_highRiskvaccineEfficacyVsDeath_H3_18,relative_highRiskvaccineEfficacyVsDeath_H3_65,relative_highRiskvaccineEfficacyVsDeath_B_0,relative_highRiskvaccineEfficacyVsDeath_B_0.5,relative_highRiskvaccineEfficacyVsDeath_B_18,relative_highRiskvaccineEfficacyVsDeath_B_65,relative_prob_death_0,relative_prob_death_5,relative_prob_death_18,relative_prob_death_50,relative_prob_death_65,ratio_death_strain_H1_0,ratio_death_strain_H1_5,ratio_death_strain_H1_18,ratio_death_strain_H1_50,ratio_death_strain_H1_65,ratio_death_strain_H1_75,ratio_death_strain_H3_0,ratio_death_strain_H3_5,ratio_death_strain_H3_18,ratio_death_strain_H3_50,ratio_death_strain_H3_65,ratio_death_strain_H3_75,ratio_death_highrisk_H1_0,ratio_death_highrisk_H1_5,ratio_death_highrisk_H1_18,ratio_death_highrisk_H1_50,ratio_death_highrisk_H1_65,ratio_death_highrisk_H1_75,ratio_death_highrisk_H3_0,ratio_death_highrisk_H3_5,ratio_death_highrisk_H3_18,ratio_death_highrisk_H3_50,ratio_death_highrisk_H3_65,ratio_death_highrisk_H3_75,ratio_death_highrisk_B_0,ratio_death_highrisk_B_5,ratio_death_highrisk_B_18,ratio_death_highrisk_B_50,ratio_death_highrisk_B_65,ratio_death_highrisk_B_75,relative_prob_hosp_0,relative_prob_hosp_5,relative_prob_hosp_18,relative_prob_hosp_50,relative_prob_hosp_65,ratio_hosp_highrisk_H1_0,ratio_hosp_highrisk_H1_5,ratio_hosp_highrisk_H1_18,ratio_hosp_highrisk_H1_50,ratio_hosp_highrisk_H1_65,ratio_hosp_highrisk_H1_75,ratio_hosp_highrisk_H3_0,ratio_hosp_highrisk_H3_5,ratio_hosp_highrisk_H3_18,ratio_hosp_highrisk_H3_50,ratio_hosp_highrisk_H3_65,ratio_hosp_highrisk_H3_75,ratio_hosp_highrisk_B_0,ratio_hosp_highrisk_B_5,ratio_hosp_highrisk_B_18,ratio_hosp_highrisk_B_50,ratio_hosp_highrisk_B_65,ratio_hosp_highrisk_B_75,lowRiskhospitalizationRate_H1_0,lowRiskhospitalizationRate_H1_5,lowRiskhospitalizationRate_H1_18,lowRiskhospitalizationRate_H1_50,lowRiskhospitalizationRate_H1_65,lowRiskhospitalizationRate_H1_75,lowRiskhospitalizationRate_H3_0,lowRiskhospitalizationRate_H3_5,lowRiskhospitalizationRate_H3_18,lowRiskhospitalizationRate_H3_50,lowRiskhospitalizationRate_H3_65,lowRiskhospitalizationRate_H3_75,lowRiskhospitalizationRate_B_0,lowRiskhospitalizationRate_B_5,lowRiskhospitalizationRate_B_18,lowRiskhospitalizationRate_B_50,lowRiskhospitalizationRate_B_65,lowRiskhospitalizationRate_B_75,highRiskhospitalizationRate_H1_0,highRiskhospitalizationRate_H1_5,highRiskhospitalizationRate_H1_18,highRiskhospitalizationRate_H1_50,highRiskhospitalizationRate_H1_65,highRiskhospitalizationRate_H1_75,highRiskhospitalizationRate_H3_0,highRiskhospitalizationRate_H3_5,highRiskhospitalizationRate_H3_18,highRiskhospitalizationRate_H3_50,highRiskhospitalizationRate_H3_65,highRiskhospitalizationRate_H3_75,highRiskhospitalizationRate_B_0,highRiskhospitalizationRate_B_5,highRiskhospitalizationRate_B_18,highRiskhospitalizationRate_B_50,highRiskhospitalizationRate_B_65,highRiskhospitalizationRate_B_75,vac_eff_hospitalization,vac_eff_mortality,prob_outpatient_lowrisk_0,prob_outpatient_lowrisk_5,prob_outpatient_lowrisk_18,prob_outpatient_lowrisk_65,prob_outpatient_highrisk_0,prob_outpatient_highrisk_5,prob_outpatient_highrisk_18,prob_outpatient_highrisk_65
0,2014-15,31911634.4,588005.8233,57139.80211,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.816508129,4.133450087,0.042294056,0.093611753,0.119140311,0.127566631,0.157220781,0.306905365,0.470602708,0,0.607818968,0.466266452,0.397158182,0.32870985,0.492151029,0,0,0,0,0,0,0,0.18793079,0.164143681,0.066294095,0.276197149,0.28056335,0,0.477512346,0.645261151,0.627534491,0.409594128,0.522483938,0,1,1.102220426,1.024760422,0,1,0.53730183,0.553342047,0,1,0.96707535,0.386677206,0,1,1.714395328,0.282542051,0,1,1.050097613,0.373178444,0,1,1.196546171,0.25575707,0,1,1.439576726,0.40318174,0,1,1.289343994,0.488611038,0,1,1.447867546,0.731116907,1,0.291118419,2.113135696,61.198329,309.5931094,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.041206246,0.486350533,1.059531976,3.446958251,0,2.663129203,12.79382316,3.043018589,28.36054324,40.19379443,14.43497891,3.607694647,66.7877872,16.27763869,371.7292184,117.2175703,10.20540599,6.555725792,44.79078009,76.53581244,72.81222995,218.5796402,6.586991271,5.60591473,2.498325352,0.962481316,0,0,109.1090839,9.802975323,4.860819295,17.72888752,26.32831732,118.2350489,23.94965319,7.90951115,4.907221724,8.028541498,8.903578521,11.52022309,0,2.663129203,12.79382316,2.928848535,28.36054324,40.19379443,14.43497891,3.607694647,66.7877872,16.27763869,371.7292184,117.2175703,10.20540599,6.555725792,44.79078009,76.53581244,72.81222995,218.5796402,0,0,0.340284842,0.45935856,0.339455124,0.654755399,1.128478882,0.599740807,0.474884959,0.99454559
1,2014-15,29359776.77,628372.1062,53713.00435,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.939656977,4.037330543,0.034047496,0.088816243,0.114928535,0.122523383,0.157563106,0.302261502,0.466594654,0,0.604512827,0.465374305,0.397889305,0.324102713,0.500202599,0,0,0,0,0,0,0,0.134805527,0.185525345,0.091613566,0.12558084,0.162290626,0,0.250434617,0.782391696,0.555946342,0.255350171,0.759328576,0,1,0.680672685,0.946330215,0,1,1.00990959,0.613989223,0,1,1.543095286,0.412511392,0,1,1.325743462,0.328902358,0,1,1.288368788,0.368219746,0,1,0.937938366,0.312439637,0,1,1.694164044,0.66856394,0,1,1.563197921,0.507866754,0,1,1.464969673,0.873498902,1,0.204604237,3.040767084,36.89794023,290.7195982,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.078013141,0.356078647,0.679224319,5.944543575,0,5.474179832,10.47234272,7.587274744,47.71683647,28.75776462,14.29325028,1.959098429,88.85391925,181.2373391,171.3117264,397.4963859,14.16837576,2.414417255,27.41755047,55.51705549,44.3183391,292.7754883,2.581906332,0.77608183,0.957895423,0.928735295,0,0,65.52463853,13.47898588,6.633023443,23.25995651,21.14676657,152.3396064,39.88321008,4.342463106,4.451857549,4.720538448,11.60336247,64.87587232,0,4.2484115,10.03140917,7.046569845,47.71683647,28.75776462,14.29325028,1.959098429,88.85391925,181.2373391,171.3117264,397.4963859,14.16837576,2.414417255,27.41755047,55.51705549,44.3183391,292.7754883,0,0,0.342242503,0.156989176,0.323070075,0.634665803,0.831752777,0.656238449,0.687062405,0.979040387
2,2014-15,29334569.22,573297.9919,47978.43697,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,4.534282628,4.243091481,0.040618056,0.091876266,0.118495059,0.135242533,0.153968113,0.305843363,0.475164425,0,0.620994205,0.444715671,0.401537209,0.333225313,0.488876861,0,0,0,0,0,0,0,0.034858205,0.10490569,0.099498952,0.212234105,0.077300817,0,0.545933046,0.734999932,0.660126125,0.23457386,0.518344004,0,1,1.157123497,0.997989523,0,1,0.45142677,0.365187173,0,1,0.989522971,0.366719836,0,1,1.718963519,0.298225899,0,1,1.818453599,0.546651988,0,1,0.925491639,0.238615465,0,1,1.190397713,0.528305294,0,1,1.454235648,0.49174868,0,1,2.082092941,0.509283389,1,0.281531499,2.4849487,40.25158129,243.4692347,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.06351965,0.229813233,1.279901091,3.161831796,0,6.386784136,10.68164223,24.45853625,18.30588869,59.46313532,11.38023883,4.434288424,32.56590287,126.1651581,189.7340079,1052.410901,15.48899791,4.542694283,30.15656283,62.17870069,62.53772536,315.1219982,17.91669077,3.1770043,2.307488453,0.803222024,0,0,94.87494589,8.632425637,16.27657801,2.252449526,60.68916405,164.2566604,53.63997193,8.953712947,4.158495017,3.153289286,2.220024244,57.00259554,0,6.386784136,10.68164223,19.64563499,18.30588869,59.46313532,11.38023883,4.434288424,32.56590287,126.1651581,189.7340079,1052.410901,15.48899791,4.542694283,30.15656283,62.17870069,62.53772536,315.1219982,0,0,0.643839624,0.234150873,0.292725202,0.646258899,0.836476196,0.413053841,0.602065291,0.773847199
3,2014-15,30617068.75,607733.4035,51902.67792,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.627606209,4.354382729,0.043349422,0.090009286,0.12002333,0.115967375,0.15565099,0.311716564,0.466076339,0,0.61093068,0.446016739,0.383040572,0.341504764,0.477001126,0,0,0,0,0,0,0,0.241402526,0.174637889,0.125732048,0.112741569,0.099583541,0,0.496889056,0.674496358,0.402462505,0.44002342,0.733986704,0,1,0.858623305,1.155654463,0,1,0.574254789,0.306324064,0,1,0.500995506,0.574213611,0,1,1.324073481,0.585646271,0,1,1.737893822,0.352485894,0,1,1.06600342,0.292952299,0,1,1.433268196,0.516564267,0,1,1.503570598,0.498947266,0,1,1.719776027,0.448928366,1,0.205069893,2.649687178,17.25517166,243.6057258,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.05424435,0.282760078,1.633991232,2.878545978,0,3.354772208,8.26888733,12.23601895,28.24803077,29.5740642,7.104425364,2.120920136,13.79216761,94.52287879,399.9195692,672.8261982,22.28254654,2.774178209,25.93911678,89.57806228,76.77478413,137.0218546,3.430126285,1.43536379,1.113428116,0.670364277,0,0,38.11857066,5.679508486,11.80595533,9.750270792,35.51689079,112.0423266,50.70847842,10.35543126,6.157933458,8.354876948,8.203123338,29.98949783,0,3.354772208,8.26888733,8.20259,28.24803077,29.5740642,7.104425364,2.120920136,13.79216761,94.52287879,399.9195692,672.8261982,22.28254654,2.774178209,25.93911678,89.57806228,76.77478413,137.0218546,0,0,0.489085441,0.263631531,0.309851972,0.637536991,1.063252979,0.768495301,0.727368139,0.924315632
4,2014-15,30851563.48,591602.1003,52443.26996,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,2.779051496,4.106526159,0.033975183,0.082523172,0.116342487,0.122857618,0.15489064,0.303118521,0.47208401,0,0.607455558,0.468418504,0.380205901,0.308872127,0.489258133,0,0,0,0,0,0,0,0.162128508,0.192894348,0.074568528,0.075705165,0.107345654,0,0.630239458,0.798489161,0.444234127,0.291446078,0.698549821,0,1,0.904628547,0.424990552,0,1,0.802006148,0.452200756,0,1,0.344905004,0.457541794,0,1,1.761912931,0.222637631,0,1,1.258076463,0.22963042,0,1,1.085577302,0.381850987,0,1,1.346391504,0.472659878,0,1,1.414568428,0.609104823,0,1,2.229347701,0.839536803,1,0.230800927,2.091351452,39.82294033,234.6011915,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.060022762,0.41166562,1.903934127,3.411308345,0,3.62066151,25.187442,31.55527309,5.777486897,31.00321033,14.96018676,4.15164746,46.76336839,222.8522608,402.8542783,566.3908634,13.25950054,5.113857348,22.40964087,69.95322717,24.53618263,134.6036609,7.986020282,4.261005506,2.582925955,0.580426299,0,0,77.76149508,1.678988355,4.246657195,16.66765292,58.60083907,81.50395911,56.85906796,7.761801114,5.037650571,1.482831549,4.707426718,43.69277258,0,3.62066151,25.187442,18.31551037,5.777486897,31.00321033,14.96018676,4.15164746,46.76336839,222.8522608,402.8542783,566.3908634,13.25950054,5.113857348,22.40964087,69.95322717,24.53618263,134.6036609,0,0,0.336771908,0.321192287,0.331765834,0.651749658,0.829356539,0.874552839,0.692485359,0.764650243
5,2014-15,30835392.88,583619.6553,51655.33413,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.908898082,4.120400183,0.048334124,0.091507873,0.116539806,0.118436664,0.161610985,0.302640176,0.468746216,0,0.606757355,0.465283481,0.399065889,0.347356691,0.49289704,0,0,0,0,0,0,0,0.083628884,0.180820906,0.125364134,0.163124234,0.217607223,0,0.352902625,0.73891644,0.469138975,0.144670407,0.462385974,0,1,1.514795831,0.748560051,0,1,0.751246439,0.461019208,0,1,1.038910578,0.538487936,0,1,1.684906829,0.264869578,0,1,1.628567614,0.363539865,0,1,1.183209971,0.334220299,0,1,1.194739636,0.464041458,0,1,1.359673659,0.445999483,0,1,4.056857638,0.641377231,1,0.262823428,2.066504338,28.62443675,264.1261418,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.060104743,0.129047369,0.83744986,3.270653455,0,3.029931394,17.44137985,14.03537853,27.32506874,60.62263578,16.3976929,4.547427828,67.5973037,211.6331703,522.2681861,661.4332774,21.07440853,5.794353063,9.850679168,22.25770402,45.57416643,188.3196856,7.104064265,2.74884247,1.732826765,0.882934144,0,0,54.44279633,5.361614143,12.39234197,25.80791535,28.57946466,188.2661458,28.20173689,6.921562746,5.983406657,9.762231857,9.553125707,51.49910018,0,3.029931394,17.44137985,12.39231493,27.32506874,60.62263578,16.3976929,4.547427828,67.5973037,211.6331703,522.2681861,661.4332774,21.07440853,5.794353063,9.850679168,22.25770402,45.57416643,188.3196856,0,0,0.227694464,0.319737974,0.317849646,0.617371293,1.162244625,0.597277366,0.495828035,0.786730551
6,2014-15,29394741.8,630813.835,50570.63904,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.775852333,3.795180726,0.046825563,0.090534063,0.122734337,0.134596218,0.155855681,0.309952403,0.476960431,0,0.592785369,0.459701318,0.38136736,0.329547555,0.490639127,0,0,0,0,0,0,0,0.231836741,0.192120806,0.033009301,0.146231895,0.089519782,0,0.512404108,0.770169716,0.430373311,0.150486144,0.7852093,0,1,0.871375751,0.589731408,0,1,0.766174048,0.463096972,0,1,0.923368857,0.4577934,0,1,1.73736241,0.552550009,0,1,1.822634762,0.250345631,0,1,0.922779564,0.289243068,0,1,0.92129837,0.422313613,0,1,1.3118783,0.530042205,0,1,1.696503913,0.682554022,1,0.226381795,1.554682065,16.54373929,297.6834709,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.045897615,0.369106432,1.304474352,2.523728675,0,4.33641867,13.47102383,24.58780853,9.288793033,31.01878821,16.40407593,2.469936521,18.36718181,133.4137283,167.2174248,648.1741779,4.659178366,5.249852762,19.40828203,72.31738684,54.71761047,179.775608,9.412063661,4.775742054,0.712450412,0.755140597,0,0,66.28423723,9.866364659,15.86949111,16.11980435,73.67891172,136.0962468,9.13716712,11.26715113,1.218625687,7.728795793,9.467707119,41.1137475,0,4.33641867,9.597436478,18.56725242,9.288793033,31.01878821,16.40407593,2.469936521,18.36718181,133.4137283,167.2174248,648.1741779,4.659178366,5.249852762,19.40828203,72.31738684,54.71761047,179.775608,0,0,0.69746667,0.379304008,0.316867982,0.563549918,0.887199823,0.6728385,0.431576744,0.818099244
7,2014-15,32171232.8,628418.7058,53386.64493,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.568958033,4.308113967,0.044854172,0.088015945,0.123066868,0.12335493,0.158755376,0.309278398,0.474596493,0,0.587286658,0.442775952,0.389310662,0.328390436,0.474428542,0,0,0,0,0,0,0,0.206650412,0.235253654,0.059466395,0.28586992,0.143107581,0,0.550320065,0.738810814,0.588422053,0.078353418,0.67843472,0,1,0.971686486,1.051375523,0,1,1.175892219,0.805052526,0,1,1.104416766,0.499128209,0,1,1.370762179,0.439868864,0,1,1.732025085,0.607953781,0,1,0.968250095,0.235980638,0,1,1.47957029,0.599434634,0,1,1.114192499,0.604203062,0,1,2.470706396,0.7212831,1,0.186661372,2.426246826,36.89342414,373.5056949,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.038888752,0.382456935,1.431781148,4.439539209,0,1.72690309,5.527335074,19.14945154,20.69744567,25.8359632,9.677569576,3.737125593,55.15848651,261.4323597,310.5055721,575.5812919,7.061457831,3.459715286,82.17899564,53.61834705,21.0397073,225.5218508,12.62500264,4.926838637,1.890291369,0.862553326,0,0,103.610574,6.40318714,7.921559788,31.04480854,64.35730185,108.0379536,60.41411847,9.363010402,0.530171557,5.759867835,2.233980552,53.16439903,0,1.72690309,5.527335074,16.51742311,20.69744567,25.8359632,9.677569576,3.737125593,55.15848651,261.4323597,310.5055721,575.5812919,7.061457831,3.459715286,43.56896608,53.61834705,21.0397073,225.5218508,0,0,0.522357577,0.298130433,0.324123357,0.597308091,0.707735764,0.546121009,0.459952229,0.960085087
8,2014-15,31872624.04,570181.2707,57740.94464,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,4.65734975,4.610190106,0.044362512,0.086758282,0.114575474,0.122721178,0.158550986,0.303050709,0.459619096,0,0.584136363,0.465417999,0.39881896,0.334904572,0.484588529,0,0,0,0,0,0,0,0.236331309,0.100917155,0.060970283,0.096613389,0.042972009,0,0.52053373,0.699063981,0.56055521,0.268380989,0.706916656,0,1,0.703452931,0.70243396,0,1,1.714510815,0.456180029,0,1,0.42145737,0.419807746,0,1,1.496537068,0.334641952,0,1,1.455352151,0.306681831,0,1,1.457616623,0.236594566,0,1,1.352869806,0.758492989,0,1,1.37090997,0.517153132,0,1,2.707808793,0.515264568,1,0.306456061,2.094777355,27.2830069,200.706111,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.068931497,0.87513666,1.561443219,4.499292049,0,7.910995018,20.11649146,3.130841233,18.68403827,59.64255845,18.21550912,2.975259693,59.50613188,130.6781492,295.6810911,387.1090406,10.02723162,3.687690905,6.688219674,127.4501887,24.64670922,246.7973115,7.978046076,2.045112816,1.264327802,0.871339269,0,0,90.10681829,12.45143941,7.997816795,21.82880153,31.77976006,101.5617876,31.52178647,10.52974689,6.356168039,3.735421945,5.121439041,21.90274334,0,7.910995018,20.11649146,2.728024912,18.68403827,59.64255845,18.21550912,2.975259693,59.50613188,130.6781492,295.6810911,387.1090406,10.02723162,3.687690905,6.688219674,127.4501887,24.64670922,246.7973115,0,0,0.437188087,0.333526908,0.299563854,0.597308733,1.017878741,0.974859395,0.516715873,0.934771067
9,2014-15,30529422.46,660303.5883,53667.94139,0.062535958,0.092553218,0.222628011,0.03001726,7.786977512,22.78810316,22.89816645,32.14848538,1.340770943,4.617655152,5.012882407,2.999224554,3.843465708,3.597900879,0.032546194,0.092478833,0.114107802,0.113048481,0.162330305,0.300226577,0.47121474,0,0.602224368,0.453372577,0.384999585,0.325505813,0.494321871,0,0,0,0,0,0,0,0.174664906,0.198969003,0.069614076,0.075122357,0.161454681,0,0.557221362,0.841908031,0.522133335,0.179933231,0.755569499,0,1,0.824838087,0.517868258,0,1,0.915992349,0.929321723,0,1,0.576118711,0.206943012,0,1,1.086579269,0.358862366,0,1,1.677329746,0.312561856,0,1,1.18343587,0.389187507,0,1,1.61044907,0.596969263,0,1,1.070818071,0.560057445,0,1,1.565873641,0.493293021,1,0.347338651,2.185394474,49.79621174,363.1598052,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.064839697,0.410943167,1.65444923,3.761985321,0,1.692726573,10.16207511,20.0649735,9.90582421,33.15428332,22.01592369,3.970518083,32.63886726,97.89498644,92.85570337,797.311594,9.880062007,3.172391943,42.78189437,112.7318668,60.54513179,193.2161702,17.66214555,2.417020764,1.306203692,0.854146513,0,0,114.1839423,8.583983684,7.982320481,12.65437264,34.67455322,106.0574658,30.45975695,7.086702652,6.638862967,9.204831559,12.5328998,37.5734262,0,1.692726573,10.16207511,17.13842716,9.90582421,33.15428332,22.01592369,3.970518083,32.63886726,97.89498644,92.85570337,797.311594,9.880062007,3.172391943,42.78189437,112.7318668,60.54513179,193.2161702,0,0,0.3877301,0.404680261,0.302519624,0.611759635,1.230011414,0.709700481,0.488916373,0.870400038
