iter,year,data_incidence,data_hospitalizations,data_mortality,data_H1_0,data_H1_5,data_H1_25,data_H1_65,data_H3_0,data_H3_5,data_H3_25,data_H3_65,data_B_0,data_B_5,data_B_25,data_B_65,infectious_period_0,infectious_period_15,proportionHighRisk_0,proportionHighRisk_2,proportionHighRisk_5,proportionHighRisk_19,proportionHighRisk_25,proportionHighRisk_50,proportionHighRisk_65,age_specific_vaccineEfficacyVsInfection_0,age_specific_vaccineEfficacyVsInfection_0.5,age_specific_vaccineEfficacyVsInfection_9,age_specific_vaccineEfficacyVsInfection_18,age_specific_vaccineEfficacyVsInfection_50,vaccineEfficacyVsInfection_all_ages,seasonal_vaccineEfficacy_H1_0,seasonal_vaccineEfficacy_H1_0.5,seasonal_vaccineEfficacy_H1_9,seasonal_vaccineEfficacy_H1_18,seasonal_vaccineEfficacy_H1_50,seasonal_vaccineEfficacy_H1_65,seasonal_vaccineEfficacy_H3_0,seasonal_vaccineEfficacy_H3_0.5,seasonal_vaccineEfficacy_H3_9,seasonal_vaccineEfficacy_H3_18,seasonal_vaccineEfficacy_H3_50,seasonal_vaccineEfficacy_H3_65,seasonal_vaccineEfficacy_B_0,seasonal_vaccineEfficacy_B_0.5,seasonal_vaccineEfficacy_B_9,seasonal_vaccineEfficacy_B_18,seasonal_vaccineEfficacy_B_50,seasonal_vaccineEfficacy_B_65,relative_vaccineEfficacyVsHospitalization_H1_0,relative_vaccineEfficacyVsHospitalization_H1_0.5,relative_vaccineEfficacyVsHospitalization_H1_16,relative_vaccineEfficacyVsHospitalization_H1_65,relative_vaccineEfficacyVsHospitalization_H3_0,relative_vaccineEfficacyVsHospitalization_H3_0.5,relative_vaccineEfficacyVsHospitalization_H3_16,relative_vaccineEfficacyVsHospitalization_H3_65,relative_vaccineEfficacyVsHospitalization_B_0,relative_vaccineEfficacyVsHospitalization_B_0.5,relative_vaccineEfficacyVsHospitalization_B_16,relative_vaccineEfficacyVsHospitalization_B_65,relative_vaccineEfficacyVsDeath_H1_0,relative_vaccineEfficacyVsDeath_H1_0.5,relative_vaccineEfficacyVsDeath_H1_18,relative_vaccineEfficacyVsDeath_H1_65,relative_vaccineEfficacyVsDeath_H3_0,relative_vaccineEfficacyVsDeath_H3_0.5,relative_vaccineEfficacyVsDeath_H3_18,relative_vaccineEfficacyVsDeath_H3_65,relative_vaccineEfficacyVsDeath_B_0,relative_vaccineEfficacyVsDeath_B_0.5,relative_vaccineEfficacyVsDeath_B_18,relative_vaccineEfficacyVsDeath_B_65,relative_highRiskvaccineEfficacyVsDeath_H1_0,relative_highRiskvaccineEfficacyVsDeath_H1_0.5,relative_highRiskvaccineEfficacyVsDeath_H1_18,relative_highRiskvaccineEfficacyVsDeath_H1_65,relative_highRiskvaccineEfficacyVsDeath_H3_0,relative_highRiskvaccineEfficacyVsDeath_H3_0.5,relative_highRiskvaccineEfficacyVsDeath_H3_18,relative_highRiskvaccineEfficacyVsDeath_H3_65,relative_highRiskvaccineEfficacyVsDeath_B_0,relative_highRiskvaccineEfficacyVsDeath_B_0.5,relative_highRiskvaccineEfficacyVsDeath_B_18,relative_highRiskvaccineEfficacyVsDeath_B_65,relative_prob_death_0,relative_prob_death_5,relative_prob_death_18,relative_prob_death_50,relative_prob_death_65,ratio_death_strain_H1_0,ratio_death_strain_H1_5,ratio_death_strain_H1_18,ratio_death_strain_H1_50,ratio_death_strain_H1_65,ratio_death_strain_H1_75,ratio_death_strain_H3_0,ratio_death_strain_H3_5,ratio_death_strain_H3_18,ratio_death_strain_H3_50,ratio_death_strain_H3_65,ratio_death_strain_H3_75,ratio_death_highrisk_H1_0,ratio_death_highrisk_H1_5,ratio_death_highrisk_H1_18,ratio_death_highrisk_H1_50,ratio_death_highrisk_H1_65,ratio_death_highrisk_H1_75,ratio_death_highrisk_H3_0,ratio_death_highrisk_H3_5,ratio_death_highrisk_H3_18,ratio_death_highrisk_H3_50,ratio_death_highrisk_H3_65,ratio_death_highrisk_H3_75,ratio_death_highrisk_B_0,ratio_death_highrisk_B_5,ratio_death_highrisk_B_18,ratio_death_highrisk_B_50,ratio_death_highrisk_B_65,ratio_death_highrisk_B_75,relative_prob_hosp_0,relative_prob_hosp_5,relative_prob_hosp_18,relative_prob_hosp_50,relative_prob_hosp_65,ratio_hosp_highrisk_H1_0,ratio_hosp_highrisk_H1_5,ratio_hosp_highrisk_H1_18,ratio_hosp_highrisk_H1_50,ratio_hosp_highrisk_H1_65,ratio_hosp_highrisk_H1_75,ratio_hosp_highrisk_H3_0,ratio_hosp_highrisk_H3_5,ratio_hosp_highrisk_H3_18,ratio_hosp_highrisk_H3_50,ratio_hosp_highrisk_H3_65,ratio_hosp_highrisk_H3_75,ratio_hosp_highrisk_B_0,ratio_hosp_highrisk_B_5,ratio_hosp_highrisk_B_18,ratio_hosp_highrisk_B_50,ratio_hosp_highrisk_B_65,ratio_hosp_highrisk_B_75,lowRiskhospitalizationRate_H1_0,lowRiskhospitalizationRate_H1_5,lowRiskhospitalizationRate_H1_18,lowRiskhospitalizationRate_H1_50,lowRiskhospitalizationRate_H1_65,lowRiskhospitalizationRate_H1_75,lowRiskhospitalizationRate_H3_0,lowRiskhospitalizationRate_H3_5,lowRiskhospitalizationRate_H3_18,lowRiskhospitalizationRate_H3_50,lowRiskhospitalizationRate_H3_65,lowRiskhospitalizationRate_H3_75,lowRiskhospitalizationRate_B_0,lowRiskhospitalizationRate_B_5,lowRiskhospitalizationRate_B_18,lowRiskhospitalizationRate_B_50,lowRiskhospitalizationRate_B_65,lowRiskhospitalizationRate_B_75,highRiskhospitalizationRate_H1_0,highRiskhospitalizationRate_H1_5,highRiskhospitalizationRate_H1_18,highRiskhospitalizationRate_H1_50,highRiskhospitalizationRate_H1_65,highRiskhospitalizationRate_H1_75,highRiskhospitalizationRate_H3_0,highRiskhospitalizationRate_H3_5,highRiskhospitalizationRate_H3_18,highRiskhospitalizationRate_H3_50,highRiskhospitalizationRate_H3_65,highRiskhospitalizationRate_H3_75,highRiskhospitalizationRate_B_0,highRiskhospitalizationRate_B_5,highRiskhospitalizationRate_B_18,highRiskhospitalizationRate_B_50,highRiskhospitalizationRate_B_65,highRiskhospitalizationRate_B_75,vac_eff_hospitalization,vac_eff_mortality,prob_outpatient_lowrisk_0,prob_outpatient_lowrisk_5,prob_outpatient_lowrisk_18,prob_outpatient_lowrisk_65,prob_outpatient_highrisk_0,prob_outpatient_highrisk_5,prob_outpatient_highrisk_18,prob_outpatient_highrisk_65
0,2011-12,10311832.54,178695.0171,19173.33463,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,4.039249905,3.575662428,0.041783803,0.086269631,0.115743415,0.125377176,0.154964739,0.30495109,0.468293895,0,35.68452801,67.63312047,47.50714727,51.70068711,37.11170447,0.664137641,0.579143211,0.56619553,0.60889656,0.511422876,0.581076853,0,0.369805419,0.437383194,0.129342864,0.338275424,0.566105668,0.544793728,0.588991815,0.465750524,0.538274685,0.611203704,0.636073248,0,1,1.042079124,0.769130474,0,1,0.890032852,0.639197767,0,1,0.678803567,0.466786718,0,1,1.548753089,0.307459259,0,1,1.278880661,0.413428658,0,1,1.098688254,0.395413622,0,1,1.739531718,0.42664395,0,1,0.981080925,0.720670167,0,1,1.47565437,0.670550737,1,0.286667974,2.501238853,26.59932486,364.2069583,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.035078795,0.525710378,2.186792265,4.635563642,0,8.04545979,4.000350404,15.53468044,24.21685204,25.54096553,18.49019739,3.122073289,59.13947256,194.9904823,337.9029855,619.2452428,1.505628214,1.658046847,42.13991509,77.58113187,65.78679293,83.71454903,3.031041586,6.049452785,1.130245333,0.866949913,0,0,97.79363951,9.426454102,10.60091814,8.715451906,43.00664439,63.51577822,24.58220829,3.041471218,8.278455948,14.47924278,12.17249117,34.4080482,0,8.04545979,4.000350404,13.46778986,24.21685204,25.54096553,18.49019739,3.122073289,59.13947256,194.9904823,337.9029855,619.2452428,1.505628214,1.658046847,42.13991509,77.58113187,65.78679293,83.71454903,0,0,0.589938219,0.348078406,0.310182994,0.608361333,1.131146617,0.674129931,0.557988569,0.911847447
1,2011-12,9381930.991,133733.2768,19344.21805,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.815191316,3.919110534,0.033675912,0.084371042,0.119223557,0.121176093,0.156994697,0.30604182,0.466706614,0,42.04077528,38.66315142,49.0750073,56.4593601,47.08334225,0.641208784,0.661335151,0.668160791,0.626505313,0.738175904,0.684330253,0,0.240353616,0.509213505,0.280883986,0.273216716,0.334558932,0.635867819,0.598010282,0.500327351,0.538551016,0.664793251,0.590483278,0,1,0.526939076,0.874699911,0,1,0.827058616,0.545904609,0,1,0.326263667,0.531962429,0,1,1.255274784,0.424341568,0,1,2.276665064,0.414048592,0,1,1.073546897,0.303221725,0,1,1.25498723,0.534598021,0,1,1.418129826,0.49397293,0,1,4.295708219,1.834878615,1,0.29154411,3.024767171,26.18500205,267.0743892,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.057900099,0.322088976,1.693592747,2.330965654,0,3.54526925,15.93018374,24.07557007,32.61595309,54.12831904,16.48343765,2.321728767,21.85959568,179.2724692,490.9272922,364.0529972,10.34846642,3.407074865,17.98940058,15.7469459,17.01434951,220.2325581,6.060432645,4.802958065,2.755339739,0.319924196,0,0,64.70345095,13.04198874,14.06117644,7.827838011,15.84541309,165.7643757,44.99285123,11.07905405,5.732098678,2.665707562,8.314561444,10.84337559,0,3.54526925,15.93018374,7.7023574,32.61595309,54.12831904,16.48343765,2.321728767,21.85959568,179.2724692,490.9272922,364.0529972,10.34846642,3.407074865,17.98940058,15.7469459,17.01434951,220.2325581,0,0,0.373162728,0.197018763,0.306459333,0.626866183,1.078419587,0.415036361,0.648344337,0.853337191
2,2011-12,10052251.43,144995.2602,17294.84219,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,4.015853649,4.475927335,0.039622872,0.08772708,0.113423164,0.124041607,0.157736059,0.301855321,0.464851069,0,56.90729186,42.8858005,50.30519603,48.67277867,48.0552418,0.693449943,0.714628604,0.451860948,0.603325078,0.75289795,0.747304571,0,0.352786795,0.715394137,0.141927604,0.286428294,0.18594098,0.583872922,0.611712736,0.662982244,0.583721178,0.48221369,0.548756783,0,1,0.668728838,0.792900877,0,1,0.500571175,0.368154099,0,1,0.859383061,1.02205981,0,1,1.857579684,0.295167391,0,1,1.489742033,0.303761118,0,1,1.255910663,0.362778164,0,1,1.453456215,0.404740866,0,1,0.75016147,0.444393896,0,1,1.425417185,0.761871276,1,0.205308913,1.717335695,45.9347109,415.0708229,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.017201836,0.321467042,1.597357224,2.754026862,0,1.228955619,10.9380769,26.68446175,14.84408622,73.04002382,21.03623438,3.325482088,36.647066,201.4299829,434.8744546,565.8121005,7.261816838,2.729243242,33.32825393,107.7970409,72.52188252,182.4625319,22.04722152,8.486171086,2.740815429,0.645277438,0,0,66.97501589,4.240682987,9.010512339,8.692135135,68.79804384,109.956864,30.28573948,7.828372075,4.225580832,10.92358462,2.420883558,34.79544229,0,1.228955619,10.9380769,17.21888112,14.84408622,73.04002382,21.03623438,3.325482088,36.647066,201.4299829,434.8744546,565.8121005,7.261816838,2.729243242,33.32825393,107.7970409,72.52188252,182.4625319,0,0,0.434752677,0.420868553,0.308537407,0.621191962,1.22043064,0.73283658,0.54769251,0.813760548
3,2011-12,9947817.714,155972.1309,14002.95132,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.050463012,4.394747521,0.037084282,0.086834793,0.113562374,0.117359106,0.155179984,0.315427772,0.466011368,0,59.47788079,48.27540872,48.31023542,57.35969982,45.45557385,0.603204543,0.552340387,0.576995076,0.547230882,0.760384837,0.624945292,0,0.507819221,0.353818577,0.184974114,0.350972952,0.389203017,0.481946947,0.635578705,0.522227373,0.598121454,0.441288837,0.625493088,0,1,0.596899353,1.00183225,0,1,1.178244137,0.736016447,0,1,0.581765708,0.681681741,0,1,1.802612943,0.347367093,0,1,1.55254933,0.506917701,0,1,1.432176076,0.293102135,0,1,1.149732999,0.629695434,0,1,1.167481548,0.461005093,0,1,1.913994234,0.947228365,1,0.220952333,2.978648079,22.05822254,413.1992467,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.043472611,0.563485374,1.503847563,2.389166339,0,6.637395501,9.740308257,15.72310376,21.61994376,21.59822751,10.52190995,6.085986551,19.29098518,94.20124992,487.5494781,519.4582653,13.1282265,4.829211016,34.52737866,124.982192,22.21396095,219.8956228,12.96376837,4.887249876,0.850687796,0.843269347,0,0,78.79979383,14.6949743,15.93902856,11.93307168,54.45238469,108.8942782,44.12849213,6.171277501,6.8881052,4.235514512,7.225472065,52.52168519,0,6.637395501,8.285961364,13.25881143,21.61994376,21.59822751,10.52190995,6.085986551,19.29098518,94.20124992,487.5494781,519.4582653,13.1282265,4.829211016,34.52737866,124.982192,22.21396095,219.8956228,0,0,0.481278271,0.308648284,0.297423101,0.60760372,1.148699679,0.463865328,0.702252641,0.707081162
4,2011-12,10777257.74,149461.6887,13055.24237,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,4.037364225,4.058087268,0.03775576,0.09175035,0.123258126,0.130014452,0.155900972,0.305852555,0.468723008,0,46.47285773,49.09023522,48.90167479,39.85993085,41.40396618,0.756047395,0.630769197,0.659797484,0.674602767,0.643304242,0.680150724,0,0.25502076,0.718525457,0.404201921,0.321329068,0.238004921,0.588015772,0.517814762,0.374955538,0.651059828,0.568332517,0.615793429,0,1,0.776138412,0.580885183,0,1,0.728210834,0.525302751,0,1,1.186417967,0.475806046,0,1,1.214880598,0.471357686,0,1,1.531310189,0.451819872,0,1,1.37050913,0.261482033,0,1,2.022142197,0.807992894,0,1,1.016796166,0.472578503,0,1,3.852964213,1.018222606,1,0.316001947,2.2079135,29.13772166,212.2810796,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.027491131,0.216372119,1.307734615,3.06336287,0,4.472775632,12.3332217,42.68524239,42.54804004,25.06246195,6.570188207,4.819951184,73.18365334,218.2654946,521.483729,310.9623941,5.671248017,3.429789633,28.69354921,84.50033909,58.01205532,139.960956,16.83174953,1.721819482,0.649371823,0.295197025,0,0,36.33729858,8.447620416,9.438707934,17.98986649,13.18973617,176.2374448,26.70964548,4.559640811,5.622438546,8.042155947,7.159278044,44.15320633,0,4.472775632,8.008846658,12.60055658,42.54804004,25.06246195,6.570188207,4.819951184,73.18365334,218.2654946,521.483729,310.9623941,5.671248017,3.429789633,28.69354921,84.50033909,58.01205532,139.960956,0,0,0.448351362,0.334132342,0.300375168,0.613696133,0.895767844,0.700510914,0.536420257,0.935992769
5,2011-12,11461849.94,155628.9565,20166.96563,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.905336947,4.54372361,0.03987905,0.08891636,0.117930876,0.125423295,0.158111926,0.305334798,0.47031891,0,50.90415667,59.04578419,37.70008533,39.98564925,48.99856685,0.481216075,0.673995544,0.478458033,0.662761946,0.690915044,0.487610556,0,0.416598697,0.497655722,0.335654637,0.441215863,0.334769169,0.433321199,0.519645375,0.563994694,0.492951806,0.674217212,0.420128376,0,1,0.694672973,0.813324765,0,1,0.787993389,0.715667075,0,1,0.339834303,0.756833363,0,1,1.41438405,0.37213498,0,1,1.846448812,0.455800148,0,1,1.151040056,0.452686977,0,1,0.794810118,0.673143276,0,1,1.466429443,0.526078968,0,1,1.635749548,0.627586867,1,0.196819456,2.379049323,46.54521844,397.956512,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.037928655,0.364669529,1.753922465,2.64881346,0,4.336533603,9.807223029,49.84701246,48.27552519,38.79331809,22.29592145,6.741439074,68.56527576,283.108177,376.0399173,285.2854666,10.01820268,2.044400438,20.3493402,94.51553072,58.29364515,229.9263674,11.77635929,3.103164442,1.844769476,0.307335047,0,0,67.95733539,11.3098842,7.674003981,14.13048305,41.14282152,108.6024201,61.97057981,13.08936482,3.814886603,8.31650814,6.63075714,76.27749241,0,4.336533603,9.807223029,15.31973394,48.27552519,38.79331809,22.29592145,6.741439074,68.56527576,283.108177,376.0399173,285.2854666,10.01820268,2.044400438,20.3493402,94.51553072,58.29364515,229.9263674,0,0,0.673313196,0.279889749,0.32098805,0.651875971,1.16293718,0.726475882,0.497470099,0.882119473
6,2011-12,9550783.601,141009.474,13389.45008,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.354604136,3.743405254,0.038763213,0.086632157,0.112676883,0.11425415,0.155130983,0.299603743,0.471142152,0,44.53526499,67.17204253,44.34757153,51.94746807,42.36112541,0.535076724,0.563301053,0.608636602,0.683415399,0.67057037,0.706888458,0,0.455896996,0.52545605,0.47566314,0.47469159,0.363491025,0.60430903,0.474657564,0.391035302,0.66272916,0.613924772,0.36996892,0,1,1.010107054,0.616059304,0,1,1.119350935,0.422354725,0,1,0.45598015,0.348117499,0,1,1.187362411,0.324821614,0,1,1.383901819,0.338174858,0,1,1.203672771,0.317631816,0,1,0.724973653,0.523908931,0,1,1.159868553,0.643493174,0,1,2.111325104,0.862385133,1,0.204238647,1.969326874,42.05211273,285.6977497,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.024687544,0.244918221,1.325460887,2.478376557,0,1.431908846,27.49500287,17.5683366,40.45530345,13.74408501,10.14956066,7.240246818,97.8472495,239.7741979,298.3245242,673.2013524,15.94356809,3.692452406,47.70950952,38.84416137,12.85432711,311.4233543,12.29402013,1.239954811,0.918405985,0.965365301,0,0,36.31310008,15.94163853,4.775411226,7.117173348,18.30864261,167.5096669,58.48914758,5.658403298,6.722930455,5.643573524,16.05574106,21.77940996,0,1.431908846,25.25157519,16.95986256,40.45530345,13.74408501,10.14956066,7.240246818,97.8472495,239.7741979,298.3245242,673.2013524,15.94356809,3.692452406,47.70950952,38.84416137,12.85432711,311.4233543,0,0,0.267550418,0.281125413,0.310997705,0.607594445,1.122210584,0.652893542,0.812445594,0.776055427
7,2011-12,9846012.386,175113.9653,14066.24456,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.824420487,3.667248803,0.045926466,0.095719511,0.115419783,0.123968074,0.154779355,0.301737877,0.467717401,0,46.42909846,66.13674629,25.17862489,35.45941688,47.2747664,0.640687253,0.688601929,0.65568909,0.704134314,0.567335461,0.681236118,0,0.547584856,0.641828103,0.302772582,0.349162573,0.493096635,0.404098065,0.611535866,0.519572181,0.502300113,0.406697109,0.571211151,0,1,0.816788597,0.667249618,0,1,0.666021088,0.382673238,0,1,0.507543454,0.392009911,0,1,1.625077531,0.342713425,0,1,1.152176607,0.315807338,0,1,1.072852036,0.457323095,0,1,1.392855244,0.430059595,0,1,1.44456501,0.42488314,0,1,1.73782812,0.495145341,1,0.166294974,2.553309903,16.09212825,280.2655413,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.066272576,0.337591465,1.052661214,3.063831539,0,4.575736333,7.565898011,14.2635733,69.24710561,72.89303925,12.28752708,3.032506647,49.29587541,64.29152679,329.9248215,873.967395,13.72377054,2.368795257,27.83639528,52.36656777,48.96377673,143.272554,2.030702048,4.560602268,1.115902399,0.632867691,0,0,70.26813441,9.487136858,7.381530745,18.36948493,70.05035755,202.6854173,35.98034617,13.44485554,7.554738415,8.386973861,14.18023696,47.46204425,0,4.575736333,7.565898011,9.026954705,69.24710561,72.89303925,12.28752708,3.032506647,49.29587541,64.29152679,329.9248215,873.967395,13.72377054,2.368795257,27.83639528,52.36656777,48.96377673,143.272554,0,0,0.53996225,0.315053001,0.307433526,0.637724996,0.908600571,0.568773969,0.812079137,0.914188768
8,2011-12,9818926.142,147499.3301,11945.26445,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,3.87089233,3.927434447,0.043815227,0.093692933,0.118837601,0.122529846,0.156020608,0.30263913,0.470016113,0,47.69593373,57.89100591,48.03641085,40.59491747,53.62234807,0.638008864,0.651360157,0.658541095,0.669694224,0.628324742,0.580714017,0,0.563534448,0.55327741,0.191592376,0.432623046,0.304061128,0.560670648,0.493435132,0.501241864,0.607346084,0.506809487,0.704510555,0,1,0.528840234,0.582503834,0,1,0.964845463,0.473084045,0,1,0.263890899,0.482261257,0,1,1.558508548,0.364543994,0,1,1.664809037,0.335260496,0,1,1.058008241,0.228513469,0,1,0.873592927,0.599402674,0,1,1.050259085,0.410845177,0,1,2.692909848,0.793218041,1,0.24788843,3.365002661,42.76419531,316.2254519,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.058521034,0.504704795,0.824943946,1.8914674,0,1.263526193,12.21805255,14.60335384,11.53363051,78.94253299,10.64159404,0.909720563,10.22535388,78.35531702,380.3810089,871.6672344,15.02063914,5.542310028,58.56256236,112.1416383,35.55642997,268.5210586,13.0744685,2.773897275,0.717904608,0.719440883,0,0,92.07167001,11.45867285,16.2866786,4.027030697,36.53522985,201.3678865,44.00002932,8.106506626,8.357172259,9.576977567,6.465163148,56.35515153,0,1.263526193,8.771396221,10.50624978,11.53363051,78.94253299,10.64159404,0.909720563,10.22535388,78.35531702,380.3810089,871.6672344,15.02063914,5.542310028,58.56256236,112.1416383,35.55642997,268.5210586,0,0,0.454950218,0.314374657,0.32705165,0.587012321,0.707092104,0.786911928,0.540199243,0.785043008
9,2011-12,10435474.36,144326.326,18341.96762,3.03266407,7.138148037,7.935271202,0.773149536,11.09979023,21.86394966,19.97003296,14.69583458,1.965837579,6.76056338,3.655978424,1.108780342,4.24404102,3.86672329,0.041853156,0.083639172,0.11527931,0.120838948,0.157047384,0.304829169,0.471441544,0,46.6301428,50.36695924,57.87756275,52.83071345,49.22935016,0.595295334,0.650760176,0.675180713,0.650860745,0.660527763,0.685112329,0,0.330290278,0.282975369,0.049303663,0.567024519,0.571520078,0.556802219,0.62369903,0.547613197,0.61542488,0.634938444,0.478216701,0,1,0.811272798,0.791493425,0,1,0.727413175,1.205254993,0,1,0.733431537,0.45296947,0,1,1.610398342,0.287996391,0,1,1.056212041,0.303881459,0,1,1.358698483,0.23789256,0,1,1.313383405,0.584805206,0,1,0.973314737,0.48379259,0,1,1.707525476,1.681959722,1,0.313803803,2.732532604,33.41379808,332.8182107,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.454545455,0.666666667,1.266666667,12,1,1,0.333333333,0.578947368,1.568047337,3.979423868,5.81292517,2.658998145,0.44,2.777777778,1.294117647,3.046728972,5.945054945,2.997979798,1,0.030475882,0.280214638,1.611417315,3.24634943,0,4.436487462,19.09231653,21.37280465,18.76635834,27.7478555,6.537765385,4.116866941,97.3545207,140.7879789,499.042704,357.3016143,13.81242,2.175390817,28.12313887,50.29677302,65.88406931,248.1746926,9.164699978,2.435887803,1.618943489,0.464435733,0,0,75.47494668,4.43547733,17.86629342,13.18932537,49.48395641,127.2756006,37.88739388,3.449255869,6.846800849,14.60719231,6.767784093,40.30200148,0,4.436487462,19.09231653,9.926294185,18.76635834,27.7478555,6.537765385,4.116866941,97.3545207,140.7879789,499.042704,357.3016143,13.81242,2.175390817,28.12313887,50.29677302,65.88406931,248.1746926,0,0,0.540922985,0.370783547,0.315462294,0.650203134,1.016121152,0.603576298,0.629004917,0.821412684
